# truecount	recall	nodecounts	precision	adjaccuracy	truenodecounts	f1score	accuracy
1.120000000000000000e+02 9.464285714285713969e-01 9.300000000000000000e+01 9.943714821763602330e-02 9.888059701492536713e-02 5.900000000000000000e+01 1.799660441426146062e-01 9.888059701492536713e-02
3.620000000000000000e+02 7.679558011049724131e-01 9.300000000000000000e+01 9.184010571522960298e-02 8.936033429765348479e-02 9.500000000000000000e+01 1.640601947477131894e-01 8.936033429765348479e-02
3.310000000000000000e+02 7.160120845921450483e-01 9.300000000000000000e+01 6.711979609175870720e-02 6.537931034482759307e-02 1.220000000000000000e+02 1.227343345416882503e-01 6.537931034482759307e-02
2.860000000000000000e+02 7.132867132867133364e-01 9.300000000000000000e+01 3.269230769230769273e-01 2.889518413597733648e-01 1.040000000000000000e+02 4.483516483516483686e-01 2.889518413597733648e-01
2.080000000000000000e+02 7.548076923076922906e-01 9.300000000000000000e+01 1.905339805825242705e-01 1.794285714285714373e-01 1.000000000000000000e+02 3.042635658914728536e-01 1.794285714285714373e-01
9.000000000000000000e+01 7.888888888888888618e-01 9.300000000000000000e+01 1.000000000000000000e+00 7.888888888888888618e-01 3.900000000000000000e+01 8.819875776397515521e-01 7.888888888888888618e-01
2.200000000000000000e+02 6.954545454545454364e-01 9.300000000000000000e+01 5.406360424028268108e-01 4.371428571428571663e-01 9.000000000000000000e+01 6.083499005964214668e-01 4.371428571428571663e-01
1.150000000000000000e+02 6.695652173913043681e-01 9.300000000000000000e+01 2.500000000000000000e-01 2.225433526011560692e-01 5.200000000000000000e+01 3.640661938534279218e-01 2.225433526011560692e-01
1.560000000000000000e+02 7.500000000000000000e-01 9.300000000000000000e+01 1.022727272727272790e-01 9.890109890109889668e-02 6.100000000000000000e+01 1.799999999999999933e-01 9.890109890109889668e-02
3.800000000000000000e+02 5.210526315789473228e-01 9.300000000000000000e+01 9.899999999999999911e-01 5.183246073298429790e-01 1.490000000000000000e+02 6.827586206896552046e-01 5.183246073298429790e-01
3.470000000000000000e+02 7.406340057636887630e-01 9.300000000000000000e+01 4.766320474777448191e-02 4.688070047427946030e-02 1.450000000000000000e+02 8.956264157518731284e-02 4.688070047427946030e-02
1.930000000000000000e+02 7.098445595854921963e-01 9.300000000000000000e+01 8.498759305210917825e-02 8.213429256594724504e-02 7.800000000000000000e+01 1.518005540166204870e-01 8.213429256594724504e-02
