# truecount	recall	nodecounts	precision	adjaccuracy	truenodecounts	f1score	accuracy
9.000000000000000000e+00 5.555555555555555802e-01 9.300000000000000000e+01 6.250000000000000000e-01 4.166666666666666852e-01 4.800000000000000000e+01 5.882352941176470784e-01 4.166666666666666852e-01
1.000000000000000000e+01 5.999999999999999778e-01 9.300000000000000000e+01 5.999999999999999778e-01 4.285714285714285476e-01 8.300000000000000000e+01 5.999999999999999778e-01 4.285714285714285476e-01
6.000000000000000000e+00 8.333333333333333703e-01 9.300000000000000000e+01 8.333333333333333703e-01 7.142857142857143016e-01 2.500000000000000000e+01 8.333333333333333703e-01 7.142857142857143016e-01
9.900000000000000000e+01 5.555555555555555802e-01 9.300000000000000000e+01 4.002911208151382905e-02 3.878702397743300639e-02 9.600000000000000000e+01 7.467752885268159890e-02 3.878702397743300639e-02
1.120000000000000000e+02 5.178571428571429047e-01 9.300000000000000000e+01 1.879455605962410819e-02 1.847133757961783376e-02 9.900000000000000000e+01 3.627267041901188066e-02 1.847133757961783376e-02
1.120000000000000000e+02 5.178571428571429047e-01 9.300000000000000000e+01 6.996381182147165534e-02 6.568516421291052676e-02 9.900000000000000000e+01 1.232731137088204088e-01 6.568516421291052676e-02
8.100000000000000000e+01 6.172839506172839164e-01 9.300000000000000000e+01 3.703703703703703498e-02 3.620564808110065397e-02 9.100000000000000000e+01 6.988120195667366086e-02 3.620564808110065397e-02
1.140000000000000000e+02 5.000000000000000000e-01 9.300000000000000000e+01 6.250000000000000000e-02 5.882352941176470507e-02 9.900000000000000000e+01 1.111111111111111049e-01 5.882352941176470507e-02
1.000000000000000000e+01 8.000000000000000444e-01 9.300000000000000000e+01 8.888888888888888395e-01 7.272727272727272929e-01 3.300000000000000000e+01 8.421052631578946901e-01 7.272727272727272929e-01
1.000000000000000000e+01 8.000000000000000444e-01 9.300000000000000000e+01 8.888888888888888395e-01 7.272727272727272929e-01 2.300000000000000000e+01 8.421052631578946901e-01 7.272727272727272929e-01
1.400000000000000000e+01 5.714285714285713969e-01 9.300000000000000000e+01 7.272727272727272929e-01 4.705882352941176405e-01 3.700000000000000000e+01 6.400000000000000133e-01 4.705882352941176405e-01
1.000000000000000000e+01 6.999999999999999556e-01 9.300000000000000000e+01 3.825136612021858007e-02 3.763440860215053890e-02 3.300000000000000000e+01 7.253886010362693704e-02 3.763440860215053890e-02
1.100000000000000000e+01 8.181818181818182323e-01 9.300000000000000000e+01 5.357142857142856845e-02 5.294117647058823456e-02 4.400000000000000000e+01 1.005586592178770999e-01 5.294117647058823456e-02
1.510000000000000000e+02 5.165562913907284504e-01 9.300000000000000000e+01 5.995388162951575950e-02 5.676855895196506602e-02 9.900000000000000000e+01 1.074380165289256228e-01 5.676855895196506602e-02
6.600000000000000000e+01 5.000000000000000000e-01 9.300000000000000000e+01 9.428571428571428381e-01 4.852941176470588203e-01 9.900000000000000000e+01 6.534653465346534906e-01 4.852941176470588203e-01
1.570000000000000000e+02 5.222929936305732435e-01 9.300000000000000000e+01 3.710407239819004527e-02 3.588621444201312710e-02 9.600000000000000000e+01 6.928601605407688768e-02 3.588621444201312710e-02
1.420000000000000000e+02 5.070422535211267512e-01 9.300000000000000000e+01 9.863013698630136439e-01 5.034965034965035446e-01 9.900000000000000000e+01 6.697674418604651070e-01 5.034965034965035446e-01
5.400000000000000000e+01 5.000000000000000000e-01 9.300000000000000000e+01 9.642857142857143016e-01 4.909090909090909061e-01 9.900000000000000000e+01 6.585365853658536883e-01 4.909090909090909061e-01
1.800000000000000000e+01 6.666666666666666297e-01 9.300000000000000000e+01 1.628222523744911679e-02 1.615074024226110377e-02 6.600000000000000000e+01 3.178807947019867547e-02 1.615074024226110377e-02
